year,vin,makename,modelname,color,status
2014,2C4RDGCG3ER230450,Dodge,Grand Caravan,Silver,T
2012,1C4RJFAG4CC350169,Jeep,Grand Cherokee,Gray,S
2014,3VWPL7AJ3EM610465,Volkswagen,Jetta Wagon,Reflex Silver,S
2014,3C4PDDAG2ET217243,Dodge,Journey,White,S
2012,2C3CDYBT8CH153608,Dodge,Challenger,Black,S
2012,JM1DE1KYXC0152240,Mazda,Mazda 2,NULL,S
2014,WDDUG8FB3EA050998,Mercedes Benz,S550,NULL,S
2010,JTJBC1BA3A2412685,Lexus,Rx450H,X/Silver,S
2013,3N1CN7AP0DL885900,Nissan,Versa,White,S
2010,3GTRKVE32AG233263,Gmc,Sierra 1500,Black,S
2013,1HGCR3F86DA015895,Honda,Accord,White,S
2014,2HKRM4H35EH658649,Honda,Cr-V,Silver,S
2013,1FM5K8B81DGA12412,Ford,Explorer,Red,S
2011,1GNSKKE38BR181243,Chevrolet,Suburban,White,NULL
2009,JHMGE88459S048261,Honda,Fit,Grey,NULL
2012,JM1BL1M82C1620031,Mazda,Mazda 3,White,NULL
2007,2D4GP44L47R119520,Dodge,Grand Caravan,NULL,S
2005,1GNEK13Z95J266254,Chevrolet,Tahoe,White,S
2013,JF2GPAGC6D2210940,Subaru,Cross Trek,Satin White,S
2000,JT8BD68S8Y0113419,Lexus,Gs300,White,S
1999,1B7GL22Z6XS140551,Dodge,Dakota,Yellow,S
2014,1C4RJFBG8EC422735,Jeep,Grand Cherokee,White,S
2013,1FTFW1ET2DFA05415,Ford,F150,White,S
2005,1C3EL66R85N534268,Chrysler,Sebring,Green,S
2006,1N4BA41E66C807983,Nissan,Maxima,Pearl White,NULL
2012,1FMCU0DG7CKB06037,Ford,Escape,White,S
2014,2T1BURHE4EC111391,Toyota,Corolla,03R3/Barcelona Red M,S
2002,2GCEK19T821311539,Chevrolet,Silverado 1500,Blue,S
2014,1HGCR2F39EA167315,Honda,Accord,Beige,S
2013,3VWBX7AJ1DM431063,Volkswagen,Jetta,Gray,S
1997,4T1BG22KXVU079297,Toyota,Camry,Tan,NULL
2014,JTHBW1GG2E2045984,Lexus,Es300H,01J4/Silver Lining M,S
2006,1D4HB482X6F188738,Dodge,Durango,White,S
2013,JF2GPACC5D2877455,Subaru,Cross Trek,Ice Silver,S
2014,1C4RDJDG3EC383141,Dodge,Durango,Black,S
2009,JH4CU26699C037096,Acura,Tsx,Gray,S
2006,1N6AA06A66N562186,Nissan,Titan,Sil,S
2011,3FAHP0JA3BR140672,Ford,Fusion,Black,S
2009,1G1ZG57K394236633,Chevrolet,Malibu,Blue,S
2013,5NPDH4AE4DH248207,Hyundai,Elantra,Indigo Blue,S
2014,2HGFG3B59EH502462,Honda,Civic,Taffe.White,S
2013,2G1WG5E38D1132559,Chevrolet,Impala,Red,NULL
2011,1HGCP2F30BA084616,Honda,Accord,Silver,NULL
2006,1GKEK13T96R159538,Gmc,Yukon,Black,S
2012,WDDGF8BB7CA603493,Mercedes Benz,C300W 4Matic,Silver,NULL
2009,3N1AB61E29L610433,Nissan,Sentra,Gray,S
2012,5NPEB4AC8CH309996,Hyundai,Sonata,NULL,S
2013,1G1PB5SH0D7262910,Chevrolet,Cruze,Blue,S
2011,KNDJT2A24B7202776,Kia,Soul,Java,S
2010,1N6BA0EC5AN308890,Nissan,Titan,Red,S
2011,3GCPKSE3XBG314776,Chevrolet,Silverado 1500,NULL,S
2006,4T1BK36B56U154908,Toyota,Avalon,Silver,S
2012,1C4PJMAK6CW142468,Jeep,Liberty,White,S
2014,3C6UR5NL8EG207558,Ram,2500,Prp Deep Cherry Red,S
2012,1C6RD7PT7CS327242,Dodge,Ram 1500,Red,S
2011,JHLRE4H34BC021355,Honda,Cr-V,Green,S
2008,1G8ZS57NX8F290864,Saturn,Aura,NULL,S
2009,1FTYR10D19PA17458,Ford,Ranger,Gray,S
2011,1FTFW1EF3BFB98729,Ford,F150,Silver,S
2014,3C6UR5NL1EG147901,Ram,2500,Granit,S
2014,1C4PJMDB7EW192455,Jeep,Cherokee,Silver,S
2004,1J4GL48KX4W299108,Jeep,Liberty,NULL,S
2014,19XFB2F57EE017914,Honda,Civic,Crimson Red,G
2013,1C6RR7GT6DS525474,Ram,1500,White,S
2014,1C4PJMBS0EW247590,Jeep,Cherokee,Prp Deep Cherry Red,S
2011,JTKKU4B45B1008606,Toyota,Scion Xd,Brown,S
2005,KM8SC13DX5U968705,Hyundai,Santa Fe,NULL,S
2008,JHLRE48758C023630,Honda,Cr-V,Gold,S
2004,1GNET16S546210079,Chevrolet,Trailblazer,Red,S
2009,1J8HR68T79C520792,Jeep,Grand Cherokee,Blue,S
2008,1FMEU73E18UA71069,Ford,Explorer,White,S
2013,JTLZE4FE6DJ041997,Toyota,Scion Xb,Silver,S
2013,1C3CDZAB3DN708004,Dodge,Avenger,Red,S
2007,5NMSH13E37H035172,Hyundai,Santa Fe,Red,S
2011,3GNTKGE30BG128960,Chevrolet,Avalanche,Red,NULL
2011,5NPEB4AC1BH280887,Hyundai,Sonata,Gray,S
2013,5TDDK3DCXDS068682,Toyota,Sienna,White,S
2013,5N1AN0NWXDN824367,Nissan,Xterra,Dark Gray,S
2013,3C63R3JLXDG575244,Ram,3500,NULL,S
2014,5XYZUDLB5EG138182,Hyundai,Santa Fe,Cabo Bronze,S
2013,3FA6P0HR9DR324326,Ford,Fusion,NULL,S
2008,JA3AW56VX8U051723,Mitsubishi,Lancer Evolution,Black,NULL
2014,1C4BJWEG5EL163795,Jeep,Wrangler,Black,S
1999,1C4GP54L2XB617006,Chrysler,Tc,White,S
2014,5TFBW5F1XEX368737,Toyota,Tundra,01G3/Magnetic Gray M,T
2014,1HGCR2F31EA166000,Honda,Accord,Black,S
2014,1C4AJWAG6EL219373,Jeep,Wrangler,Plb Copperhead Pearl,S
2003,1N4AL11D23C211695,Nissan,Altima,Silver,NULL
1999,2G4WB52K2X1493061,Buick,Regal,Green,NULL
2010,2A4RR4DE2AR178116,Chrysler,Town & Country,Tan,S
2007,4S4WX85D374409320,Subaru,B9 Tribeca,NULL,S
2013,KNAGM4A78D5356899,Kia,Optima,NULL,S
2006,2C3KA43R96H507365,Chrysler,300,NULL,S
2008,1D8GU28K48W275059,Dodge,Nitro,NULL,S
2014,1C3CDFCB2ED767368,Dodge,Dart,Billet Silver,S
2012,KMHTC6ADXCU060756,Hyundai,Veloster,Blue,S
2014,2HGFG3B5XEH512711,Honda,Civic,White,S
2012,WVGFK9BPXCD003466,Volkswagen,Touareg,Black,S
2011,4T1BB3EK9BU140084,Toyota,Camry Hybrid,Red,S
1994,1FAPP31X6RK160687,Ford,Tempo,Blue,S
2012,1GKS2EEF0CR309100,Gmc,Yukon,Silver,S
2011,4T1BF3EK2BU650426,Toyota,Camry,Silver,S
2013,KMHTC6AE9DU168375,Hyundai,Veloster,Black,S
2013,1VWBH7A30DC085586,Volkswagen,Passat,Candy_White,S
2014,JTDKTUD37ED592685,Toyota,Yaris,Red,S
2014,1C3CDFBB6ED775989,Dodge,Dart,Billet,S
2014,1C6RR7NT1ES290258,Ram,1500,Granite,S
2010,1B3CB4HA0AD575982,Dodge,Caliber,Orange,S
2014,1C6RR7VT3ES150437,Ram,1500,White,S
2011,2CTFLTEC2B6308761,Gmc,Terrain,Red,S
2013,KNAGM4AD5D5058154,Kia,Optima,Snow White,S
2014,JTDKN3DU0E1792841,Toyota,Prius,Green,S
2011,1D7RV1GP4BS542703,Dodge,Ram 1500,NULL,S
2011,2T3BF4DV7BW099337,Toyota,Rav4,Black,NULL
2011,2T3BF4DV6BW114913,Toyota,Rav4,Blue,NULL
1996,1HGCD5633TA166500,Honda,Accord,Green,NULL
2013,1ZVBP8FF7D5200927,Ford,Mustang,Candy Red,S
2011,1N6AD0EV0BC428890,Nissan,Frontier,Black,G
2010,5NMSG3AB1AH406814,Hyundai,Santa Fe,Red,S
2004,2G1WF52E149230438,Chevrolet,Impala,Gold,NULL
2014,JTDKN3DU2E1793389,Toyota,Prius,Silver,S
2011,2T1BU4EE5BC599771,Toyota,Corolla,White,S
2014,5TFAW5F19EX373472,Toyota,Tundra,Blue,S
2014,KMHDH4AE6EU024181,Hyundai,Elantra,Titanium Gray,S
2014,KMHDH4AE2EU062149,Hyundai,Elantra,Gray,S
2014,1C4BJWDG1EL239286,Jeep,Wrangler Unlimited,Black,S
2013,1C4RDJDG7DC653826,Dodge,Durango,Black,S
2009,3D4GG57V29T230411,Dodge,Journey,White,S
2011,JTMRK4DV8B5099977,Toyota,Rav4,Gray,NULL
2014,3GCUKREC5EG403753,Chevrolet,Silverado 1500,Brownstone Metallic,S
2014,5NPDH4AE4EH467220,Hyundai,Elantra,Bronze,S
2011,2B3CL3CG8BH586428,Dodge,Charger,Black,S
2014,1C3CDFBB1ED672107,Dodge,Dart,Pcl Blue Streak Pear,S
2010,1J4BA3H14AL144617,Jeep,Wrangler Unlimited,NULL,S
2012,1C4RJFCT5CC124202,Jeep,Grand Cherokee,Gray,S
2014,1G11E5SL8EF239903,Chevrolet,Malibu,Crystal Red Tintcoat,S
2014,5N1AT2MV4EC785461,Nissan,Rogue,Ean/Midnight Jade,S
2012,1N4AL2AP3CN513744,Nissan,Altima,Gray,S
2005,3D7KS28C65G803482,Dodge,Ram 2500,Grey,S
2011,1J4RR4GG0BC527748,Jeep,Cherokee,Red,S
2014,1C3CDFBB0ED672115,Dodge,Dart,Prm Redline 2 Coat P,S
2010,1FAHP3FN9AW150616,Ford,Focus,Grey,S
2011,1D7RV1CT3BS536796,Dodge,Ram 1500,Green,S
2014,JTMBFREV4ED059570,Toyota,Rav4,Blue,S
2014,JTMBFREV8EJ000992,Toyota,Rav4,Red,S
2013,1C3CDZCG8DN666728,Dodge,Avenger,NULL,S
2014,3FA6P0H91ER268612,Ford,Fusion,Blk,S
2014,JTDKN3DUXE0359887,Toyota,Prius,Grey,S
2010,2D4RN5D12AR218637,Dodge,Grand Caravan,Red,S
2012,2C3CDXJG3CH154910,Dodge,Charger,NULL,S
2011,2T3BF4DV7BW108831,Toyota,Rav4,Silver,NULL
2014,5XXGM4A79EG264619,Kia,Optima,Snow White,S
2004,3GYFK66N24G188428,Cadillac,Escalade Esv,NULL,S
2003,4T1BE32K23U704185,Toyota,Camry,NULL,S
2014,JTDKN3DU2E1791402,Toyota,Prius,Green,S
2011,2B3CL3CG8BH560282,Dodge,Charger,Orange,S
2011,JF1GE6B69BH504920,Subaru,Impreza,Silver,S
1993,1HGCB7177PA024832,Honda,Accord,White,NULL
2012,1HGCP2F67CA067128,Honda,Accord,X/Gray,G
2014,1GNALAEK7EZ122473,Chevrolet,Equinox,Silver Ice Metallic,S
2014,3C4PDDAG8ET217246,Dodge,Journey,Silver,S
2014,5NPEB4AC9EH898205,Hyundai,Sonata,Desert Bronze,T
2009,1ZVHT80N095134492,Ford,Mustang,Red,NULL
1997,1FALP10P0VW143746,Ford,Escort,NULL,S
2009,1NXBU40E09Z015003,Toyota,Corolla,NULL,S
2014,2GNALAEK8E6277836,Chevrolet,Equinox,Silver Topaz Metalli,S
2014,1G11B5SL7EF238377,Chevrolet,Malibu,Atlantis Blue Metall,S
2013,2C3CCAAG5DH588277,Chrysler,300,Gray,S
2006,4S4BT62C166101687,Subaru,Baja,Silver,S
2007,1G1AK15FX77265391,Chevrolet,Cobalt,Silver,S
2013,1C3CDFBA3DD139679,Dodge,Dart,Blue,S
2014,1C4RDHAG1EC313800,Dodge,Durango,Red,S
2014,5FNRL5H47EB084295,Honda,Odyssey,White,S
2011,2T3BF4DV5BW127927,Toyota,Rav4,Silver,NULL
2014,JTDKN3DU2E1792338,Toyota,Prius,Silver,S
2014,JTDKN3DU7E1793596,Toyota,Prius,Green,S
2014,JTMZFREV3EJ003152,Toyota,Rav4,White,S
2014,KMHDH4AEXEU058785,Hyundai,Elantra,Blue,S
2014,KMHDH4AE5EU063439,Hyundai,Elantra,Gray,S
2008,1FAHP33N78W198811,Ford,Focus,Black,NULL
2012,1C6RD6KT4CS331220,Dodge,Ram 1500,NULL,S
2013,JTHBK1GG6D2014134,Lexus,Es350,White,S
2014,1GNALAEK5EZ122598,Chevrolet,Equinox,Summit White,S
2010,1NXBU4EE1AZ210251,Toyota,Corolla,NULL,S
2010,1GC7K1B60AF129466,Chevrolet,Silverado 3500,NULL,NULL
2014,1G1PB5SHXE7310415,Chevrolet,Cruze,Red Hot,S
2014,JTDKN3DU7E0360219,Toyota,Prius,Red,S
2014,JTDKN3DU8E0360746,Toyota,Prius,Black,S
2014,JTEBU5JR0E5174843,Toyota,4Run,White,S
2014,5XYZU3LB4EG155453,Hyundai,Santa Fe,Black,S
2014,KMHDH4AE0EU073604,Hyundai,Elantra,Gray,S
2011,3D7UT2CL6BG610466,Dodge,Ram 2500,Silver,S
2014,3C63R3LJ2EG220324,Ram,3500,Silver,S
2013,1FMCU9G99DUA14614,Ford,Escape,Green,S
2014,2C3CDXHG0EH247926,Dodge,Charger,Pau Granite Crystal,S
2014,3C6UR5CL7EG178105,Ram,2500,Pw7 Bright White Cle,S
2012,JTDKN3DU2C5393354,Toyota,Prius,NULL,S
2014,KL8CF6S92EC470071,Chevrolet,Spark,Summit White,I
2012,5TDBK3EH4CS096901,Toyota,Highlander,White,NULL
2012,1GKKVSED9CJ126149,Gmc,Acadia,Brown,NULL
2011,1HGCP2F44BA104214,Honda,Accord,Black,NULL
2014,3C6UR5NL2EG175044,Ram,2500,Black,T
2014,3C63R3MLXEG196712,Ram,3500,Gray,S
2014,1C3CDFAA1ED778016,Dodge,Dart,Pcl Blue Streak Pear,S
2011,1HGCP2F72BA089156,Honda,Accord,Silver,NULL
2013,1FMJU1J52DEF36686,Ford,Expedition,NULL,S
2006,1G6DP577760143651,Cadillac,Cts,Silver,S
2014,4T1BK1EB3EU099430,Toyota,Avalon,03T0/Moulin Rouge Mi,S
2001,KMHJG35F11U242560,Hyundai,Tiburon,Blue,NULL
2014,4T1BD1FK7EU121714,Toyota,Camry Hybrid,08W6/Parisian Night,S
2013,2T3YFREV5DW069696,Toyota,Rav4,6V4/Spruce Mica,S
2012,JTEBC3EH0C2008488,Toyota,Highlander Hyb,White,S
2004,1FTYR14U84PA31389,Ford,Ranger,White,S
2014,4T4BF1FKXER385039,Toyota,Camry,01F7/Classic Silver,T
2010,JTDJT4K37A5318910,Toyota,Yaris,Purple,NULL
2013,1FM5K8F84DGA59802,Ford,Explorer,Black,S
2006,2D4FV47V86H521396,Dodge,Magnum,NULL,S
2013,1GNSKBE05DR357089,Chevrolet,Tahoe,White,S
2014,5TFHY5F19EX367017,Toyota,Tundra,0040/Super White,S
2014,JTMBFREV2ED058952,Toyota,Rav4,0040/Super White,O
1999,4F4YR12C3XTM38792,Mazda,B2500,Green,S
2010,5NPET4AC5AH632185,Hyundai,Sonata,Red,S
2011,2HGFA1F54BH539026,Honda,Civic,Gray,NULL
2014,WVWBN7AN8EE524438,Volkswagen,Cc,Light Brown,S
2008,5TELU42N48Z471016,Toyota,Tacoma,NULL,S
2002,1FTNW21F82EL43046,Ford,F250,Beige,NULL
2003,JTEHH20V736086911,Toyota,Rav4,Silver,S
2012,1C6RD7KT7CS242893,Dodge,Ram 1500,NULL,S
2004,JHMCM56834C027787,Honda,Accord,Green,S
2009,3TMJU62N99M081580,Toyota,Tacoma,Brown,S
2014,4T1BD1FKXEU115910,Toyota,Camry Hybrid,0040 Super Whit,S
2011,1D7RV1GTXBS686799,Dodge,Ram 1500,Silver,S
2001,3B7HC13Z61G240189,Dodge,Ram,White,S
2014,JTMBFREV7EJ001101,Toyota,Rav4,01F7/Classic Silver,O
2005,1N4BL11E25C282962,Nissan,Altima,NULL,S
2014,1C3CDZAG4EN188571,Dodge,Avenger,Px8 Black Clear Coat,S
2014,5YFBURHE0EP014897,Toyota,Corolla,Brown,S
2014,ZFBCFAAH1EZ000178,Fiat,500L,Pdw Grigio Scuro (Gr,S
2014,ZFBCFADHXEZ009666,Fiat,500L,Px8 Nero (Black),S
2014,ZFBCFADH4EZ008707,Fiat,500L,Black,S
2014,ZFBCFADH3EZ010917,Fiat,500L,Yellow,S
2013,KL8CF6S97DC521336,Chevrolet,Spark,White,S
2014,ZFBCFABH0EZ010621,Fiat,500L,Pdw Grigio Scuro (Gr,S
2014,ZFBCFAAH4EZ004869,Fiat,500L,Px8 Nero (Black),S
2014,ZFBCFACH0EZ008706,Fiat,500L,Px8 Nero (Black),S
2014,ZFBCFADH6EZ018381,Fiat,500L,Pta Mocha Latte,S
2014,ZFBCFACH8EZ009862,Fiat,500L,Pw3 Bianco (White),S
2014,ZFBCFACH4EZ009857,Fiat,500L,Px8 Nero (Black),S
2014,ZFBCFADH4EZ009713,Fiat,500L,Px8 Nero (Black),S
2014,ZFBCFADH0EZ018392,Fiat,500L,Pta Mocha Latte,S
2014,ZFBCFACH8EZ012261,Fiat,500L,Paf Grigio Chiaro (G,S
2014,ZFBCFAAH8EZ011484,Fiat,500L,Px8 Nero (Black),S
2014,1G1PH5SB8E7184923,Chevrolet,Cruze,Black Granite,S
2014,ZFBCFAAH2EZ003817,Fiat,500L,Pr1 Rosso (Red),S
2014,ZFBCFAAHXEZ003533,Fiat,500L,Pr1 Rosso (Red),S
2014,ZFBCFACH5EZ009480,Fiat,500L,Paf Grigio Chiaro (G,S
2012,2C3CCAAG1CH220094,Chrysler,300C,Silver,S
2014,ZFBCFACH9EZ008378,Fiat,500L,Green,S
2014,ZFBCFADH3EZ010335,Fiat,500L,Pgq Verde Bosco Perl,S
2014,ZFBCFAAH3EZ000201,Fiat,500L,Pw3 Bianco (White),S
2014,ZFBCFADH0EZ009708,Fiat,500L,Px8 Nero (Black),S
2012,1HGCP2F69CA067079,Honda,Accord,NULL,S
2006,JN8AZ08W56W549190,Nissan,Murano,NULL,S
2014,1GNKVGKD1EJ294357,Chevrolet,Traverse,Tungsten,S
2004,1FTYR10D54PA42114,Ford,Ranger,Red,S
2014,1C3CDZCB0EN180954,Dodge,Avenger,Billet Silver,S
2014,1GC4K0C80EF181425,Chevrolet,Silverado 3500Hd,Deep Ruby,S
2014,1C3CDZCB9EN180967,Dodge,Avenger,Blue Streak,S
2014,2C3CDYAG6EH179891,Dodge,Challenger,Bright White,S
2008,JTDJT903785219224,Toyota,Yaris,Silver,S
2014,3C6UR5ML4EG116269,Ram,2500,Blue Streak,S
2011,1HGCP2F79BA117745,Honda,Accord,Gray,S
2011,1D7RV1CT0BS590184,Dodge,Ram 1500,Silver,S
2007,1GNFK13057R193037,Chevrolet,Tahoe,Blue,S
2013,2GNFLNEK3D6347562,Chevrolet,Equinox,Silver,S
2014,1C3CDZAB0EN217567,Dodge,Avenger,True Blue,S
2003,5TESM92N93Z227931,Toyota,Tacoma,Green,S
2010,1FTFW1EV0AFC16674,Ford,F150,Red,S
2013,1C6RR7FT2DS577850,Ram,1500,White,S
2005,3D7HA16HX5G740182,Dodge,Ram 1500,Yellow,S
2014,5NPEB4AC8EH899412,Hyundai,Sonata,Phantom Black M,T
2012,1C4BJWDG6CL131520,Jeep,Wrangler Unlimited,Red,S
2013,JTDKTUD32DD564646,Toyota,Yaris,01G3/Magnetic Gray M,S
2014,1C4BJWDG2EL182919,Jeep,Wrangler Unlimited,Dune Clear,S
2014,JTKKUPB48E1042142,Toyota,Scion Xd,01G3/Magnetic Gray M,S
2010,2CNALBEW7A6341811,Chevrolet,Equinox,Blue,S
2014,1C3CDFEB9ED747907,Dodge,Dart,Pitch Black Cle,S
2013,2T1BU4EE7DC119961,Toyota,Corolla,White,S
2014,2C3CDYAG8EH240514,Dodge,Challenger,Pau Granite Crystal,S
2004,4JGAB57E64A474527,Mercedes-Benz,Ml350,NULL,S
2014,19XFB2F5XEE021486,Honda,Civic Coupe,Red,S
2012,1G1PH5SC8C7150938,Chevrolet,Cruze,Tan,S
2011,5TDBK3EH7BS060005,Toyota,High,Blue,S
2010,1FTWW3DR8AEA09777,Ford,F350,Gray,S
2010,5FNRL3H60AB086714,Honda,Odyssey,Grey,S
2012,1N4AL2AP0CN530629,Nissan,Altima,Gray,S
2012,1GNSKJE79CR212661,Chevrolet,Silverado,Black,S
2014,1C6RR7LT7ES293023,Ram,1500,Px8 Black Clear Coat,S
2014,3VWLL7AJ5EM404367,Volkswagen,Jetta,Platinum Gray,S
2014,1C3CDZABXEN217561,Dodge,Avenger,Billiet Silver,S
2014,1C6RR7NT1ES227421,Ram,1500,Bright White,S
2013,2C4RC1BG3DR525306,Chrysler,Town & Country,Black,S
2008,1FTWW31RX8EB24055,Ford,F350,Black,S
2014,3VWLL7AJ8EM266646,Volkswagen,Jetta,Pure White,S
2014,2HKRM4H74EH658015,Honda,Cr-V,Nh-737Mx/Polished,S
2000,1GCEK19T4YE122233,Chevrolet,Silverado 1500,Gray,S
2012,JN8AF5MV1CT110701,Nissan,Juke,White,S
2014,1C4BJWEG5EL123037,Jeep,Wrangler Unlimited,Bright White Cl,S
2014,1C3CDZAB0EN173442,Dodge,Avenger,Blue Steak Pear,S
2014,1C3CDZABXEN202302,Dodge,Avenger,Bright White,S
2014,1C6RR7FT0ES200533,Ram,1500,Pw7 Bright White Cle,S
2014,1C3CDZAB5EN202305,Dodge,Avenger,Bright White,S
2014,1C4PJMBS1EW206532,Jeep,Cherokee,Granite Crystal,S
2005,1GKEK63U35J262411,Gmc,Yukon,Maroon,S
2010,3D7UT2CL4AG109610,Dodge,Ram 2500,Gray,S
2011,1J4PN5GK7BW550679,Jeep,Liberty,Blue,S
2014,1FTFW1ET6EKD67613,Ford,F150,Ingot Silver,S
2014,2HGFG3B87EH512871,Honda,Civic,Red,T
2012,1G1JA5SH1C4133969,Chevrolet,Sonic,Black,S
2013,JTDKTUD30DD563995,Toyota,Yaris,03P0 Absolutely Red,S
2011,1D7RV1CT7BS647562,Dodge,Ram 1500,Silver,S
2013,2C3CDXJG7DH717555,Dodge,Charger,Gray,S
2012,5TDKK3DC6CS245914,Toyota,Sienna,NULL,S
2011,1GKS2MEF6BR364692,Gmc,Yukon Xl,White,S
2013,1C4RJFAT6DC571108,Jeep,Cherokee,White,S
2008,1GNDT13S082230852,Chevrolet,Trailblazer,Purple,S
2014,1FADP3F25EL169191,Ford,Focus,Sterling Gray,S
2003,2T1CF28P93C608098,Toyota,Camry Solara,Silver,S
2013,JN8AF5MV5DT214805,Nissan,Juke,Black,S
2012,2T3BF4DV3CW194673,Toyota,Rav4,NULL,S
2000,5TBBT4817YS010465,Toyota,Tundra,NULL,S
2014,JF1ZNAA11E8705541,Toyota,Scion Fr-S,0D6S/Argento,S
2001,1FTNX20L61EA30146,Ford,F250,White,S
2013,2C4RDGCG0DR655235,Dodge,Grand Caravan,Red,S
2013,2T1BU4EE4DC986735,Toyota,Corolla,Gray,S
2014,2C3CCABG3EH222026,Chrysler,300,Ivory Tri-Coat,S
2010,3A4GY5F92AT131908,Chrysler,Pt Cruiser,Blue,S
2013,2C3CCAAG6DH509781,Chrysler,300,Black,S
2011,1G6DC5EY5B0118331,Cadillac,Cts,Silver,NULL
2014,1C3CDZCBXEN180959,Dodge,Avenger,True Blue,S
2014,1C3CDZAB0EN217570,Dodge,Avenger,Blue Streak,S
2014,2HGFG3B83EH508381,Honda,Civic 2Dr,Bk/Black,S
2014,1C3CDFBB6ED775684,Dodge,Dart,Px8 Pitch Black Clea,S
2013,JTDKTUD35DD563801,Toyota,Yaris,Blue,S
2014,1C3CDZCB2EN180969,Dodge,Avenger,Redline Red,S
2014,1C4AJWAG0EL191084,Jeep,Wrangler,Bright White,S
2014,1C3CDFAA2ED767350,Dodge,Dart,Pitch Black,S
2014,1C3CDFBB8ED767361,Dodge,Dart,Silver Metallic,S
2014,3C4PDCBB3ET193984,Dodge,Journey,Granite Crystal,S
2014,1C3CDZABXEN129898,Dodge,Avenger,Red,S
2014,3C6UR5NL4EG122751,Ram,2500,Prp Deep Cherry Red,S
2014,3C63RRKL7EG161292,Ram,3500,Pfa Prairie Pearl Co,S
2014,3C6RR7KT9EG210426,Ram,1500,Black Clear,S
2014,1C6RR7KT5ES276321,Ram,1500,Granite Crystal,S
2014,1C4RDJAG6EC412846,Dodge,Durango,True Blue,S
2014,1C4RJFAG7EC431119,Jeep,Grand Cherokee,Black Crystal,S
2014,3C4PDCAB0ET217157,Dodge,Journey,Silver Metallic,S
2014,1C4PJLAB2EW217020,Jeep,Cherokee,Cashmere Pearl,S
2014,2C3CCAGG1EH222437,Chrysler,300,Black,S
2014,1C4PJMBS1EW232225,Jeep,Cherokee,Cherry Red,S
2009,JTMBK32VX95079836,Toyota,Rav4,Gray,S
2014,4T1BD1FK1EU121756,Toyota,Camry,03R3/Barcelona Red M,S
2014,1C4RDJAG7EC405923,Dodge,Durango,Bright White,S
2014,1C4RDJAG4EC438619,Dodge,Durango,Black Crystal.,S
2014,1C4RDJDG5EC446210,Dodge,Durango,Brilliant Black,S
2014,1C3CDFBB4ED767356,Dodge,Dart,Bright White,S
2014,3C63RRGL4EG125388,Ram,3500,Pw7 Bright White Cle,S
2014,3C6UR5KL7EG177005,Ram,2500,Prp Deep Cherry Red,S
2014,2C4RC1BG3ER297714,Chrysler,Town & Country,Bright White,S
2014,1C6RR6FGXES267542,Ram,1500,Bright White,S
2014,1C6RR7KT0ES276324,Ram,1500,NULL,S
2014,1C4PJMAB8EW209932,Jeep,Cherokee,Brilliant Black,S
2014,1C4BJWCG6EL223523,Jeep,Wrangler,Billet,S
2014,3C6UR5NL8EG213408,Ram,2500,Prairie,S
2014,1C4BJWDG3EL228161,Jeep,Wrangler Unlimited,Gray,T
2010,2D4RN5D15AR218681,Dodge,Grand Caravan,White,S
2014,3FA6P0LU6ER268634,Ford,Fusion,White,S
2014,1C4RJFJM8EC389050,Jeep,Grand Cherokee,Pfs Cashmere Pearl C,S
2014,1C4RJFJT1EC407363,Jeep,Grand Cherokee,Pep Deep Auburn Pear,S
2014,1C4RDJAGXEC412848,Dodge,Durango,Brilliant Black,S
2014,1C3CDFBB1ED669563,Dodge,Dart,Prm Redline 2 Coat P,S
2013,1C3CDFBH4DD214144,Dodge,Dart,Black,S
2014,JTMZFREV8EJ002966,Toyota,Rav4,01F7/Classic Silver,S
2011,4S3BMBF6XB3229646,Subaru,Legacy,NULL,S
2014,1GNKRFED5EJ291584,Chevrolet,Traverse,Tungsten,S
2014,5FNYF4H91EB028930,Honda,Pilot,Black,S
2014,2HGFG3B5XEH512529,Honda,Civic,Black,S
2014,1GNKVFED7EJ303116,Chevrolet,Traverse,Silver Ice Met,S
2014,3C6UR5FL4EG183354,Ram,2500,Pau Granite Crystal,G
2014,1G1JC5SH9E4169762,Chevrolet,Sonic,Mocha Bronze,S
2011,5TDBK3EH7BS064717,Toyota,Highlander,NULL,S
2014,1C4RJFBM9EC391775,Jeep,Grand Cherokee,Cherry Red,S
2014,JN8AF5MV4ET364566,Nissan,Juke,White Pearl,S
2013,3VW2K7AJ0DM223948,Volkswagen,Jetta,White,S
2013,4S4BRCLC0D3302488,Subaru,Outback,Blue,S
2009,5TELU42N19Z609340,Toyota,Tacoma,X/Gray,S
2006,3D7KS29D66G236862,Dodge,Ram 2500,Red,S
2012,2T3EK4DV0CW086018,Toyota,Rav4,Silver,S
2014,1C4RJFAG1EC126392,Jeep,Grand Cherokee,Black,S
2014,2C3CDXBG7EH226791,Dodge,Charger,Ivory Pearl,S
2012,1C4HJWEG1CL285710,Jeep,Wrangler Unlimited,Black,S
2014,2C3CDXCT9EH221667,Dodge,Charger,Plum Crazy Pear,S
2014,KM8JU3AG2EU860497,Hyundai,Tuscon,Blue,S
2011,5TDDK3EH7BS045058,Toyota,Highlander,Gray,S
2002,JTJHF10U620271168,Lexus,Rx300,NULL,S
2011,2B3CL3CG8BH527654,Dodge,Charger,White,S
